Location,Bees,Bird,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_&_Crickets,Vascular_plants
SH72,18,84.0494,315.6,29.8,55.2,75.1,5.4,8.6,342.7,2.8,398.3
SH73,17.8,85.2627,325,29.8,49.2,73,5.3,8,342.8,2.2,394.1
SH74,18.5,86.7538,328.2,31.2,49.3,68.1,5,8.1,358.5,2.9,404.3
SH75,15.8,89.1542,330.8,31.2,35.4,62,4.8,10.3,347,3.7,416.9
SH76,20.8,92.0335,339.1,31.7,40.7,71.9,8,13.5,332.3,4.7,408.6
SH77,23.1,93.3235,358.6,31.5,34.3,77.4,9.3,15.3,347.7,6.6,428.7
SH78,23.1,89.6491,371.4,31.3,31.4,76.2,10.1,15.3,347.2,6.6,518.4
SH80,24.8,80.0778,320.2,29.4,72.7,56,6.2,11.9,337.5,3.7,384.1
SH81,23.1,81.4087,320,31.1,53.8,71,6,9.1,354.7,0.8,374.7
SH82,17.1,83.4833,322.9,29.3,47.7,71.5,5.4,6.5,336.3,1.2,383.2
SH83,20.1,85.567,323.1,31,49,71,5.2,8.4,339.7,2.9,396.8
SH84,15.6,87.7506,328.6,32.2,46,63.1,4.7,8.4,356,3.2,399.9
SH85,11.3,87.9864,328.3,32.8,48.8,54.4,4.2,8.6,321,2.9,422
SH86,18.4,89.4555,292.7,33.5,30,62,4.1,11.1,330.5,3.7,458
SH87,28.4,91.8929,288.9,31.6,29.4,76.1,9.8,15.1,355.9,6.4,446.9
SH88,26.8,88.7241,313.1,31.4,33.9,75.4,10.2,14.9,355.3,6.6,513.4
SH90,28.3,78.6317,314.5,30.7,57.7,68.8,6.1,10.4,337.5,0.8,375.4
SH91,27.2,80.3395,313.3,30.7,55.7,62.9,5.3,11.7,347.7,0.8,381.5
SH92,20.7,83.0864,321.2,31,48.6,67.3,5.1,9.9,326.1,0.8,390.1
SH93,18.7,86.3453,323.2,31.3,46.1,68.6,4.8,8.8,341.5,2.8,403.8
SH94,13.9,87.8652,307.9,35.4,47.3,52,4.2,9.7,347,4.3,422.7
SH95,15.8,88.6766,323.9,33.7,45,63.4,4.2,8.4,331.1,2.9,404.5
SH96,19.4,90.0431,286.2,33.9,42.7,58.5,3.9,10.4,322.6,2.9,457.4
SH97,44,91.9693,265.1,31.6,36,74,10.5,14.9,359.5,6.4,452.3
SH98,23.8,79.5928,344.2,30.6,25.1,63.3,9.8,11.6,332.9,11.6,488.2
SJ00,49.1,81.0573,285.8,30.2,71.8,61,6.9,12.6,350.5,4.1,402.2
SJ01,46.9,82.0713,290.9,29.9,70.6,58.9,6.1,12.2,342,3.9,390.3
SJ02,31.9,84.3059,320.2,30.5,74.8,49.8,5.5,12.4,344,3.8,398.2
SJ03,11.4,87.4433,326.3,31.3,50,57.5,4.4,9.5,335.2,4.3,408.8
SJ04,21.5,88.7444,291.9,34.3,34.2,52.5,4.4,9.5,327.6,4.1,424.6
SJ05,23.4,89.9909,297.7,35.1,30.5,55.7,4,9.4,337.4,3.7,433.6
SJ06,60.9,92.7753,271.6,32.7,44.7,71.2,4.4,10.4,328,5.1,439.9
SJ07,48.8,92.8735,257.2,31.8,40.2,66.5,6.7,13.4,345,6.2,431.7
SJ08,41.8,89.649,275.7,31.2,21.9,65.8,11.4,13.2,342.8,8.3,489.6
SJ10,66.5,83.6816,282.9,33.3,71.4,88.2,7.6,13.1,323.4,5.4,415.2
SJ11,65.2,84.3944,285.4,33.4,67.8,84.9,6.4,12.7,337.1,5.3,418.2
SJ12,61.7,84.7487,288.4,31,68.9,74.4,6.1,12.7,340,4.2,420.9
SJ13,38.3,87.4621,324.5,30.7,68.4,56.8,4.7,11.4,330.6,3.9,403.7
SJ14,31.1,89.8681,297.7,34.9,42,62.4,4.8,9.8,332.5,4,417.2
SJ15,61.6,91.8791,272.7,33.8,47.5,73.7,4.9,11.2,334.4,4.8,439.2
SJ16,58.7,92.8468,266.1,33,40.9,67.8,5.1,11.5,330.5,4.9,439.6
SJ17,47.7,93.8624,256.6,32,36,66.1,5.8,12.1,333.4,2.6,434.1
SJ18,26.6,87.8341,291.6,30.6,25.5,58.5,8.9,11.7,334.6,11.5,488.6
SJ20,70.8,88.6149,280.2,34.2,67.4,98.3,7.1,12.7,331.9,6.6,412.6
SJ21,71.1,88.8035,280.5,35.3,67.6,97.3,6.8,12.7,327.4,6.7,417.8
SJ22,71.7,90.1462,281.1,34.8,67.9,91.5,6.2,13.3,329.3,6.4,421.5
SJ23,70.5,90.6914,286.5,35.5,62.2,89.7,6,11.8,329.1,5.5,428.3
SJ24,66.7,91.1577,295,33.5,53.8,81.7,5.6,11.5,332.5,5.2,461.7
SJ25,65.4,93.2814,281.1,33.7,51.7,77.8,5.3,11.6,335.7,5.6,454
SJ26,65.3,93.2323,252.5,32.8,43.8,72.8,5.8,12.7,345.1,4.3,420
SJ27,43,88.4934,263.8,31,30.9,65.7,7.9,10,326.6,8.9,476.9
SJ28,20.2,86.1756,232.1,30.1,23.8,58.1,8.1,9.6,319.1,10.9,456.5
SJ29,28.5,87.0837,258.2,29.4,38,66,8.2,10,314.8,12.6,480.4
SJ30,68.9,88.7118,276.6,34.3,59.3,84,7.8,10.4,333,6,395.2
SJ31,69.7,90.1621,269.2,36.1,67.1,97.6,6.8,12.7,322.4,6.8,374.5
SJ32,70,90.7503,251.3,36.5,73.7,99.2,5.9,12.7,350.4,7.6,355.4
SJ33,67.6,90.6941,277.8,35.6,65.6,95.5,5.4,12.7,329.5,7.3,412
SJ34,70.9,89.0832,275.8,34.8,62.7,93.8,5.4,13.2,331.2,6.4,418.7
SJ35,71,90.8562,239.8,35.2,57.2,87.6,5,12.7,337.6,6.4,392.4
SJ36,63.9,91.2172,221.5,31.5,41.8,70.8,5.3,11.2,315.3,4.7,398.2
SJ37,46,89.2723,227.9,31,29.6,63.6,7,10.2,317.7,9.5,414.6
SJ38,37.6,89.4575,220.6,28.3,28.7,58.1,7.8,9.9,309.7,12.1,448.2
SJ39,31.1,88.3496,220.1,28.2,52.7,62.7,8.3,10,307.4,14,443.3
SJ40,73,91.4723,262,37.9,72.3,100.9,6.9,11.3,351.1,8.2,358.1
SJ41,67.1,92.5719,254.6,36.9,62.7,100,6.1,12,324.5,5.4,367.8
SJ42,67.1,92.8119,257.2,36.3,66.7,99.8,5.4,12,335.9,7.2,354.2
SJ43,67.7,91.8099,273,36.7,66.5,96.2,5.5,12.3,337.1,7.4,389.4
SJ44,68.2,90.4827,277.4,35.4,60.6,92.8,5.6,11.8,314.4,5.7,427.7
SJ45,64.1,89.5996,252.9,33,52.9,89.6,5.6,11.3,316.7,4.8,378.5
SJ46,61.6,89.9529,229.1,32.3,42,67.5,5.7,10.5,315.4,4.7,385.5
SJ47,52.7,91.3613,225.4,30.2,51.4,54.9,5.8,10.3,316.7,10.1,424.6
SJ48,22.4,89.7777,201.9,29.3,53.9,54.1,7.2,9.8,307.1,12.5,426.1
SJ49,27.1,92.3696,199.2,28.4,58.2,49.3,4.7,9.9,292.9,14.7,417.6
SJ50,76.6,92.6541,209.4,36.7,75,100.7,6.5,11.8,364,9.1,356.9
SJ51,69.2,91.8539,214.4,37,70.4,99.3,5.8,12.8,337.1,8.3,346.8
SJ52,68.6,90.1619,234.3,34.5,54.2,94.5,6.9,11,328.8,6.6,342.3
SJ53,67,92.5717,271.6,36.4,59.6,98.1,5.5,12.1,336,6.8,377.5
SJ54,66,90.8126,273,36.8,59.6,95.9,5.4,12.3,334.6,6.3,400.5
SJ55,61.5,90.5809,259.6,34.4,49.1,76,6,10.4,314.9,4.4,386.6
SJ56,53.3,90.7553,233.9,33.9,43.1,62.3,5.5,9.5,317.2,4,379.7
SJ57,54.8,92.3075,209.8,32.6,38.8,64.5,5.4,10.4,325.1,5.7,389.3
SJ58,41,91.3714,189.4,30.4,60.9,50.7,4.8,9.6,307.3,12.5,404.6
SJ59,39.5,93.0974,184.3,28.6,62.9,52.8,4.8,9.3,296,13.6,400.5
SJ60,80.5,90.9069,256.3,35.5,64.7,99.8,7.5,10.3,351.3,9.4,390.6
SJ61,69.8,91.3585,200.9,35.2,54.7,101,5.8,11,337.5,6.8,344.3
SJ62,68.9,91.6947,222.4,36.1,56,99.4,6.1,12.3,337.2,7.2,330.5
SJ63,69.3,90.2936,270.4,35.5,60.5,85.9,6.3,10.6,327.2,6,374.1
SJ64,60.7,90.6527,262.1,35.3,53,79.2,5.7,11.8,324.9,6.1,372.8
SJ65,65.2,90.6753,248.8,33.7,49.9,67.7,5.9,10,314.9,5.9,380.6
SJ66,59.1,90.6434,245.1,32.4,42.4,62.4,5.7,10.4,320.8,5.2,384.6
SJ67,54,91.0923,196,32.7,39.8,57.7,5.5,9.7,320.6,5.8,380.5
SJ68,43.3,93.1948,179.4,31,63.8,51,4.7,9.6,309.2,10.5,386.5
SJ69,28.1,94.5337,178.7,29,62.1,48.9,5,9.8,297.7,10.3,393.8
SJ70,67,91.169,192.9,34.3,54.8,100.9,6.9,10.8,325.5,6.9,358
SJ71,67.9,92.2956,196.6,36.2,57.5,98.9,6.1,11.6,333.3,7.3,341.5
SJ72,64.3,92.6671,225.8,36.2,41.1,97.5,5.8,12.3,322.8,6.8,337.3
SJ73,67.9,90.6815,268.7,35.4,42.6,87.9,5.2,11.4,319.3,7,360.5
SJ74,63.6,90.9849,250.4,35.1,49.8,80.1,4.9,13.1,326.7,6.4,360.5
SJ75,55.9,90.2141,222,33.3,49.9,65.1,5.6,10.1,317.6,6.5,368.7
SJ76,49.6,91.3193,222.7,32.8,41,60,5.4,10.2,319.7,4.4,368
SJ77,47.2,91.7099,198.9,33.1,44.3,56.8,4.9,9.2,322.1,6.2,365.9
SJ78,34.6,93.0334,180.7,32.6,49.9,56.1,4.7,8.8,319.8,6.8,381.6
SJ79,38.8,93.4419,187.3,31.6,61.6,55.3,4.8,9.7,306.4,11.2,388.6
SJ80,77.1,87.3825,192,34.1,77.9,94.2,5.9,12.4,344.2,10.9,372.1
SJ81,64.6,89.3839,249.8,32.2,61.6,62.9,5.5,12.9,307.9,9.2,362.7
SJ82,69.8,91.2327,263.7,33.4,53.7,69.5,5.2,13.6,324.4,6.9,339.1
SJ83,69.1,89.5484,250.5,33.8,52.2,66.4,4.6,12.6,327.4,6.7,344.4
SJ84,55.6,89.25,218.5,33.1,38.4,64.8,4.8,12.5,316.6,5.9,381.7
SJ85,57.7,90.4163,233.8,33.5,52,55.1,4.6,10.7,324.3,7.4,372.5
SJ86,51.7,91.2129,226.6,33.4,50.5,58.8,4.8,9,324.4,5.8,361.8
SJ87,47.5,92.2158,214.2,32.6,52.8,53.1,4.6,9.4,318.6,6.4,366.1
SJ88,42.5,92.8078,190.5,30.5,43.4,55.2,4.5,8.7,318.3,6.6,384.4
SJ89,36.4,93.1444,196.8,32.5,60.5,50.4,5,9.7,305.5,10.3,385.1
SJ90,67.4,89.0221,204.6,32,90.1,73.1,6.2,17.9,334.3,11.6,391.2
SJ91,65.1,89.1181,235.2,32.4,80.9,75.6,6.3,14.6,332.6,12.2,387
SJ92,62.9,92.0442,238.9,32.3,70.8,68.1,6.3,12.7,329.3,10.5,355.5
SJ93,55.2,89.6232,273.6,33.8,48.6,66,4.8,13.3,314.5,8.5,361.7
SJ94,61.1,90.3371,271.1,33.8,47.4,64.9,4.6,9.7,328.6,7.3,359.9
SJ95,58.4,91.2007,277.9,32.8,90.3,66.8,4.9,9.6,330.1,7.2,371.6
SJ96,48.3,92.9648,281.4,32.5,97.9,58.5,5.5,9.5,325.3,5.8,376
SJ97,44.3,93.7498,283.1,33,57.6,60,5.1,9,327.2,6.8,377.3
SJ98,41.2,93.9464,255.5,29.1,53.2,55.2,4.8,8.5,319.8,5.9,380.2
SJ99,42.1,92.172,204,31.7,64.8,63.5,5.7,9.5,310.1,5.9,384.6
SK00,69.5,87.0346,196.3,32.1,84.3,73.6,6.8,17.5,338.8,11.4,385.3
SK01,72.2,89.4977,239.9,30.8,86.3,71.5,5.5,16,336.9,9.5,397.8
SK02,70.2,91.0081,214.2,31.2,79.6,68.4,5.7,15,336.5,9.1,351.6
SK03,66.9,87.7343,262.1,31.4,50.5,74.1,6.1,12.2,328.4,10.2,358
SK04,39.6,92.7222,279.4,30.1,100.1,77.2,12.1,11.1,334.3,8.4,360.7
SK05,41.3,93.6098,282.5,29.5,100.1,76.2,11.4,11.3,335.2,8.3,371.2
SK06,41.3,94.8969,287.6,29.3,100.9,71.9,11.6,11.6,329.7,7.6,381.6
SK07,38.1,96.0383,276.1,29.4,98.9,75.5,11.7,11.1,334.7,8.3,379.6
SK08,46.4,95.1291,260.9,32,71.8,72.8,7.3,11.1,315.5,7.4,374
SK09,37.1,97.1981,252.3,30.3,79.5,58,7.5,11.2,307.4,5.5,374.6
SK10,70.4,87.1925,171.4,31.2,87.2,70.7,7.1,16,344.7,11,386.9
SK11,61,88.2282,174.8,32.2,89.8,72.6,6.9,15.1,336.5,11.2,381.8
SK12,51.8,87.8348,198.4,31.6,68.5,74.3,7.5,13.9,331.3,9.9,370.4
SK13,40.9,87.2671,251.8,32.4,64.5,67.9,7.4,13,311.1,10.1,364.6
SK14,36.7,90.7196,274.1,30.3,100.1,84.8,11.4,12.3,332.6,9.9,366.4
SK15,34,93.1502,279.8,29.9,102.7,80.4,12,11.9,334.3,10.2,371.9
SK16,39.4,94.2675,279.3,30,101.2,79,12.1,11.6,333.1,9.2,373.5
SK17,42.7,95.1376,277.7,30,100.6,78.3,12.6,12.1,333,9.2,373.7
SK18,33.5,97.8266,268,29.2,96,75.6,12,11.4,325.7,8.3,375.5
SK19,32.9,95.3514,253.5,27.3,76.8,60.2,8.7,12,293.8,4.2,382.4
SK20,55.9,87.4489,167.6,32.1,91.8,70.3,7.5,15.3,338.5,10.3,392.8
SK21,58.5,88.0971,162.4,31.6,92.8,75.3,8.5,15.4,332.9,10.3,379.5
SK22,36.2,90.941,185.8,31.3,89.9,82.3,8,13.8,324.8,11.4,392.3
SK23,27.9,87.1906,188.6,28.5,69.9,68.2,7.3,12.9,308.8,10,383.8
SK24,50.1,88.5328,250.8,31.1,68.4,79.5,6.8,12.6,335,9.7,373.1
SK25,44,93.4702,279.9,30.7,101,81.5,12.3,12.2,334.7,10,375.6
SK26,45.4,93.9996,281.8,31.3,97.1,84.5,13.2,12.3,331.2,10.8,375.6
SK27,45.9,95.9982,273.8,30.3,99.5,78.8,12.5,11.9,332,9.2,378.1
SK28,40.5,97.1447,263.2,32.5,87.7,72.8,10.8,12.5,315.3,8.4,374.5
SK29,42.6,94.0497,259.3,32.3,77.2,75.3,9.1,12.7,305.8,8.1,373.9
SK30,44.8,83.6163,142.2,30.4,85.1,66.2,8.6,15.6,326.8,8.9,373.3
SK31,37.6,89.1814,158,30.7,91.9,68.8,11.4,15.3,332.4,10.1,384.2
SK32,33,90.5582,158.4,31.8,87.6,85.7,8.9,13.5,335.7,10.9,383.3
SK33,25.7,90.4137,189.5,31.4,85.3,86.8,9.2,12.5,324.4,11.5,389.2
SK34,66.3,87.8704,190.4,29,72.1,80.1,6.1,12.5,313.9,10.3,385.5
SK35,49.8,92.3413,224,32.3,80.8,86.9,12.1,12.9,322.3,10.9,378.7
SK36,47.3,92.1761,246.6,30.6,75.5,83.8,14.2,12.7,318.3,11.4,369.6
SK37,49.1,92.1015,195.1,33.1,78.2,85.4,14.5,13.4,318.3,10.8,365.4
SK38,42.5,91.3091,213.4,29,78.8,85.8,10.8,13.2,310.9,9.6,382.9
SK39,43.9,91.3888,203.8,30,81.6,86.3,10.7,13.6,314.9,9.5,378
SK40,45.4,88.8193,147.4,33.1,96.2,67.4,10.1,14.8,330,9.6,379.4
SK41,62.8,91.9229,176.6,31.7,89.2,72.7,9,14.1,333.7,9.8,392
SK42,43.2,87.4829,156.4,31.8,83,80,9.9,14.3,321,10.2,386.1
SK43,25.6,90.1434,178,32,71.3,84.4,6.8,12.3,318.5,11.2,393.7
SK44,51,90.1224,182.6,31.8,74,87.3,6.7,12.2,322,11.7,390
SK45,51.1,90.3816,178.4,33.1,74.8,83.3,11.7,12.5,318.6,11.6,398.5
SK46,44.8,91.0365,178,34.2,74.7,86.9,13.2,12.5,322,11.4,413.9
SK47,47.4,92.0421,179.4,33.9,75.7,80.7,11.7,13.3,316.5,10.9,412.7
SK48,43.4,93.0939,177.8,29,85.5,85.3,10.9,13.9,321,10.3,400.6
SK49,44.3,93.7958,183.5,32,84.2,80.8,11.8,13.3,327.2,10.4,389.2
SK50,36.2,90.8636,173.7,33.9,96.7,85.4,9.7,14.5,329.4,10.1,386
SK51,38.3,92.3924,176.9,32.3,85.1,84.7,9.6,13.7,332.4,10.5,389.6
SK52,23.6,86.2923,160.6,32.5,58.6,84,7.9,13.6,320.2,10.2,396.4
SK53,52.5,90.0415,180.1,32.3,65.9,84.4,8.5,12.6,322.3,11.1,390.1
SK54,54.7,90.786,183.2,32.7,71.9,86.2,9.2,12.6,326,11.4,392.8
SK55,54.6,93.8009,178.8,33.1,78.5,90.7,8,14.1,333.8,11.4,418.5
SK56,56.6,92.4644,179.5,36.1,76.7,88.6,13,14.3,335,11.5,415.5
SK57,54.9,91.9118,181.7,35.9,73.8,83.2,11.2,13.7,326.7,10.7,422.1
SK58,41.4,93.2056,181.7,35.4,75.9,79.3,13.6,13.9,315.4,10.4,410.3
SK59,38.5,92.6641,180.8,35.4,75,73.9,13.2,13.9,307.1,10,405.9
SK60,43.4,81.8618,164.3,32.2,79.9,73.8,6.4,15.3,336.6,9.5,384.8
SK61,37.1,83.4578,145.5,32.3,71.1,62.9,6.8,14.7,320.6,9.5,376.8
SK62,48.2,82.8286,158,32.3,62.9,77,6.7,14.3,320.6,9,387
SK63,50.8,88.4062,167.7,32.3,59.1,83.8,6.9,12.6,316.7,11,411.4
SK64,43.5,88.2902,178.8,32.3,56.3,84.2,5.3,11.9,309.6,10.8,412.6
SK65,52.3,90.536,164.9,32.7,60.4,83.8,7.4,14.2,325.1,11.1,395.1
SK66,53.9,93.1563,184.8,32.5,65.7,81.8,6.4,15.1,332.2,10.1,424.1
SK67,53.8,94.9071,184.3,32.7,71.3,84,7.9,15.7,336,10.6,422.5
SK68,52.3,94.427,179.3,32.8,76.1,77.6,7.8,16.6,335.3,9.7,406.5
SK69,63.1,95.1975,180.8,26.6,83.1,70.3,6.7,16.6,322.9,9.4,410.6
SK70,39.2,83.6481,145,33.6,65.6,79.1,1.8,13.5,351,10.3,373.9
SK71,20.1,82.4534,145.8,33.8,59.7,66.5,6.6,14.1,327.2,9.8,377.5
SK72,19.7,78.9839,154.8,31.8,62.8,70.2,5.6,15.2,316.3,8.7,389.8
SK73,36,83.2837,152.9,33.1,47.8,81.8,6.1,12.7,315.5,9.4,390
SK74,45,86.0786,147.5,32.2,50.9,80.3,3.3,11.6,305.1,9.5,373.7
SK75,47.4,88.5863,165.1,33.2,71.7,86.1,4.4,12.2,323.9,10.3,391.7
SK76,48.1,85.861,146.6,33,49.6,77.3,5.2,14.8,329.3,9.6,348.3
SK77,52.9,88.2851,151.7,35.1,65.9,78,7.8,14.4,334.7,10.1,352.6
SK78,52.4,90.6473,165.5,34.5,59.9,72.2,1,14,332.5,8.8,376.9
SK79,62.9,94.7719,153.2,34.5,81.5,71,7.1,15.6,330.5,9,344.7
SK80,23.5,85.5124,141.4,34.5,65.6,81.5,1.9,14,364.3,10.4,372.9
SK81,18.7,82.8912,147.6,33.1,58.8,72.2,5.7,14.3,347.2,10.4,390.3
SK82,36.9,79.4586,149.9,33.9,67.2,67.8,1.7,14.1,337.5,7.9,390.6
SK83,36.1,81.6597,162.6,32.9,51.6,62.4,1.9,13.8,337.8,9.1,400.1
SK84,46,84.5059,147.1,32.8,56.7,78.7,1.9,11.9,315.1,8.7,364.9
SK85,59.7,91.1681,175.5,36.1,78.5,88.9,4.9,14.4,335.5,10.9,413.3
SK86,58.8,92.1852,171.2,37.9,81,84.4,4.8,13.7,334.6,11,402.6
SK87,61.4,92.2574,165.1,39.1,82.7,76.5,6.6,14.2,333.2,10.4,379.6
SK88,55.9,91.9888,166.9,38.6,82.4,64,1.2,12.9,324.1,9.2,375.8
SK89,61.9,91.7887,172.5,38,82.3,71.2,6.4,15.8,336.7,9.5,386.4
SK90,39.4,90.8355,147.9,35.2,82.5,87.6,8.1,16.2,374.3,9.8,391.5
SK91,41.9,86.1273,155.4,35.4,72.9,83,7.3,15.1,373.8,9.6,403.4
SK92,45.7,86.1717,144.1,34.9,74.6,81.5,7.5,14.2,370.7,9,386.3
SK93,43.8,84.9024,167.6,34.9,74.3,76.8,1.9,13.4,365.7,9.1,415.2
SK94,53.3,84.492,146.9,39.3,69.4,74,1.9,13.9,356.5,10.5,361.2
SK95,35.3,79.3984,134.8,34.5,46.6,61.4,1.5,12.6,324.3,7,336.4
SK96,58.4,92.7175,186.4,40.3,74.4,72.7,1.3,13.5,326,10,418.8
SK97,58.2,92.3032,183.4,39.4,79.8,69.2,1.5,13.7,326,10,406.8
SK98,31.4,79.5642,141.5,37.4,53.8,53.7,1.4,12,297.9,7.4,329.2
SK99,29.4,80.076,142.1,38,52.6,54.3,3.5,13.8,301.3,6.5,324.6
SM62,48,62.5369,354,35.3,39.7,45.1,10.7,3.9,357.9,9.5,463
SM70,63.3,78.1962,331.4,35.4,54,60.7,12.7,8.4,358.1,10.9,488
SM71,42.7,62.2999,287.6,34.9,34.4,41,9.4,3.9,340.1,9.3,455.3
SM72,54.1,80.1428,308,35.2,60.8,64.3,13.7,6.6,368.5,11.4,473.6
SM73,51.1,67.0252,283.8,35.3,44.1,47.6,11.2,4.4,353.2,9.8,469.7
SM80,68.5,81.1622,272.4,35.2,72.8,69.7,15.9,9.7,385,13.3,461.3
SM81,38.9,76.9356,262.9,34.3,18.3,61.3,9.5,4.7,347.1,9.2,444.6
SM82,53.7,78.153,270,34.6,35.4,62.7,11.6,5.1,354.5,10.9,460.9
SM83,47.4,76.7459,267.6,34.1,27.9,61,10.9,4.8,351.5,10.2,442.4
SM84,51.4,68.6053,300.3,35.6,39,48.7,10.7,4.4,355.5,9.4,475.1
SM90,63.3,80.9104,276.5,34.8,68,71.3,17,9.9,380,14.2,497.5
SM91,26.4,78.464,265,34.3,39.6,60.9,12.4,5.4,348.5,8.5,463.2
SM92,20,75.8246,259.6,32.7,17.5,69.3,7.3,5.9,331.6,6.9,435.3
SM93,46.4,79.6264,265.6,34.6,55.8,64.3,13.6,5.5,364.5,10.1,450.8
SM94,38.8,70.3817,271.2,33.3,33.5,58.8,9.8,3.5,351.5,9.4,436.9
SN00,62.2,80.6594,270.4,34.8,67,70.7,16.1,9.4,375.6,13.3,470.7
SN01,19.3,76.1711,265.5,34,28.9,56.8,8.9,4.8,340.4,7.5,466.6
SN02,12.4,74.8812,256.2,31.6,16.6,57.1,4.5,5.7,328,5.6,426.1
SN03,28.1,79.0665,318.4,34.1,31.9,67.7,9.9,3.9,350.3,8.1,481.9
SN04,34.9,76.0391,259.1,34.7,32.3,63.1,9.3,4,354.2,9.7,410.6
SN10,62.1,78.8992,293.4,34.7,48.8,70.2,15,9.8,370.3,12.4,501.2
SN11,28.6,73.9892,257.2,32.8,15.4,59.5,8.2,5.6,307.6,5.3,434.9
SN12,24.4,73.1459,255.3,32.2,13.2,65.3,7.6,5.3,295,4,423.6
SN13,10.2,74.9075,301.6,31.8,20.6,56.6,6.6,5.8,329.1,4.9,475.9
SN14,38.8,80.0198,260.2,35,55.1,60.5,14.1,5.4,372.3,11,423.6
SN15,44.3,73.2771,287.8,34.8,42,58.5,9.7,4.2,356.3,8.9,448.7
SN20,63.8,83.6133,316.1,35,75.9,74.5,17.5,10,395.6,14.8,525.4
SN21,25.5,76.2355,258,33.6,31.5,62.1,11.5,6.8,328.1,7,442.1
SN22,24.8,73.5988,254.4,32,13.4,65.1,4,4.3,302.6,3.9,419.8
SN23,24.6,73.3086,256,32,16.9,59.5,3.7,3.8,310.6,2.8,416
SN24,23.2,77.2028,257,33.4,25.5,61.9,9.9,6.9,343.3,5.4,413.4
SN25,33.9,76.7785,275.9,34.6,45.9,58.1,8.6,5.4,354,8.2,454
SN30,63.3,84.7312,318.5,34.9,74.8,75,18.1,10.7,394.9,14.9,509.2
SN31,60.3,84.4283,258.2,34.8,72.5,76.9,18.8,11.4,390.7,14.5,441.7
SN32,23.3,74.1353,254.4,32.2,15.7,59.4,4.4,4.1,306.1,2.6,418.4
SN33,24.6,74.5542,254.9,31.7,17.9,63.7,5.6,6.9,301.3,2.3,412.5
SN34,23,76.1414,254.1,32.7,23.4,65,9,7.9,318.9,5.2,408.6
SN35,24.3,76.55,257,33.6,31.3,58.3,8,5.3,351.6,4.1,414.2
SN36,29.6,69.0462,356,33.5,21.3,49.9,5.1,1.6,317.8,3.8,491.2
SN40,63.6,86.7411,301.8,34.8,73.6,76.4,18.5,11.3,390.4,14.8,507.7
SN41,35.9,81.537,256.6,33.9,36.3,63.2,15.7,7.6,338.5,7.8,431.8
SN42,25.2,77.6798,256.2,32.8,22.4,65.4,10.1,5.9,315.4,5.4,423.9
SN43,18.9,74.6585,260.1,32,22.1,56.3,4.6,8.7,308.7,2.3,435.7
SN44,22.4,75.8814,253.4,31.9,23.5,62.1,5.4,8.6,304.7,2.3,406.9
SN45,22.7,76.0372,254.7,32,27.9,64.2,6.1,8.2,318.4,2.7,410.5
SN46,23.8,76.5276,261.7,33.3,29,58.8,6.7,5.3,354.6,3.4,426.9
SN50,37.4,87.7294,288.3,34.8,71.9,73.2,19.4,9.7,376.8,14.3,500.9
SN51,30.9,82.3335,302.9,33.5,35.3,59.8,14.8,6.7,333.2,9.5,503.3
SN52,16.6,76.6808,252.8,32.1,17.6,65.9,8.8,5,311.1,4.4,412.8
SN53,12.7,76.1385,320.5,31.7,20.4,55,8,6.6,312,2.3,459.8
SN54,14.2,77.4996,257.7,30.9,24.9,60.8,5.6,8.7,312.2,2.4,418.8
SN55,23.7,77.091,253.2,31.6,26.9,59.3,5.5,8.5,318.2,2.3,407.3
SN56,23.9,76.561,267.2,32.2,41.2,62.6,8.8,6.5,351,3,435
SN57,29.6,76.995,255,33.3,39.1,55.8,6.8,5.5,350.7,3.2,407.5
SN58,46.5,81.1683,309.8,33.4,64.8,57.7,8.1,7.2,369.9,5,433.5
SN59,48,79.6471,278.8,32.5,74.2,60.2,11.7,7,395.5,4.3,436.6
SN60,17.8,82.0602,320.1,32.1,17.5,61.4,11.6,6.8,330.1,10.3,475.4
SN61,34.8,83.6512,321.5,33.8,39.2,55,17.1,8.7,340.8,10.6,470.3
SN62,17.7,81.4565,255.5,32.4,17.9,55.9,10.5,4.9,323.7,5.4,421.4
SN63,12.5,77.1788,255.4,30.3,22.9,56.3,6.6,8.9,314.9,2.3,415.9
SN64,7.4,76.4751,304.8,31.6,33.6,57.1,8.5,7,314.6,2.2,445.2
SN65,15.5,78.3101,299.5,30.5,41.2,59.1,8.1,9.4,323.4,1.6,431.9
SN66,27,78.8595,272.7,30.4,48.3,61.9,8.1,10.6,340.9,2,453.6
SN67,33.2,78.029,258.6,32.2,36.6,51.2,6.1,8.6,350.8,3.3,432.2
SN68,43.3,82.0804,272,32.6,65.8,55.2,9.2,8.7,370.5,3.1,453.3
SN69,40.5,86.2878,326,31.1,77.5,59.2,9,10.2,393.3,4.8,401.4
SN70,42.7,83.1759,312.7,32.9,20.3,57.4,14.6,9.9,335.2,11.7,517.6
SN71,37.4,83.2046,336.1,32.8,23.7,61.3,13.6,9.3,341.1,6.3,480.9
SN72,29.1,82.3549,309,31.9,23.2,60.3,11.8,7.2,335,3.3,435.4
SN73,12.6,80.0866,255,31.3,19.7,60.5,10.9,6.6,331.1,4.8,414.2
SN74,13,80.3896,339.9,30,41.8,59.9,10.4,9.7,324.1,2.1,433.9
