Location,Bees,Birds,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_&_Crickets,Vascular_plants
SH70,7.8,82.2105,334.6,30.7,68.7,60.7,12.9,9.7,306.9,5,367.8
SH71,21.6,84.1349,341.8,32,70,86.5,10.9,6.6,326.9,5.5,356.9
SH72,19.2,79.8281,345.8,31.7,55.1,77.1,9.5,6.8,317.5,5.2,363.2
SH73,18.9,78.9939,350.4,32.1,51,76.1,7.2,7,312.9,4.7,357.4
SH74,19.6,81.013,358,33.8,54.4,80.6,5.7,7.3,316.6,5.3,388.6
SH75,21.3,85.9893,362.4,33,66.6,84.6,9.8,8.2,286.8,5.9,405.8
SH76,20.3,88.9595,363.6,32.5,80.7,91.1,17.3,9.1,310.9,6.8,397.5
SH77,23.7,87.9982,378.7,33.1,93.1,92.9,18.3,12.9,330.3,8.3,452.2
SH78,21.6,83.8412,383.7,33.2,90.6,91.4,18.9,13.6,325.9,8.6,515.3
SH80,13.6,83.0909,308.2,31.3,70.3,59.2,14.7,10.2,298.9,5.1,347.5
SH81,16.9,79.7463,335.9,31.6,58.6,75.3,9.2,6.3,323.4,5,338
SH82,15.1,78.4736,344.8,31.9,52.8,74.6,8.7,6.7,317.1,5,345.6
SH83,20.3,79.9051,348.7,33.3,52.5,75.1,6.2,7.2,316.4,4.8,365.5
SH84,19.5,80.2239,356.8,34.2,52.1,77.7,5.4,7.3,303.5,4.9,368.8
SH85,20.1,80.7876,344.8,33.3,54.1,77.3,4.8,7.5,273.9,5.3,395.8
SH86,21.2,83.0818,304.9,33.4,65.8,81.9,13.5,8.2,279.5,5.8,425.3
SH87,22.3,85.549,311.7,33.6,89,93.5,18.4,12.2,330.5,7.8,429
SH88,20.8,82.9104,332.9,33.6,90.5,90.1,19.1,13.4,328.9,8.5,533.8
SH90,6.8,81.0046,319,30.2,61.6,59.9,9.9,4.3,297.3,5.1,328.5
SH91,16.8,80.2395,334.5,31.2,57.7,64.3,9.2,5.2,294.7,4.8,339.3
SH92,18.2,80.148,345.9,31.4,51.6,68.2,7,5.5,304.8,4.5,351.2
SH93,17.9,79.9675,339.2,32.5,50.1,70.9,5.9,5.9,302,4.3,366.3
SH94,16.3,80.4742,316.2,32.8,46.8,67.8,10.4,6.2,289.4,4.7,355.4
SH95,19.1,79.9106,352.1,33.5,49.3,74.7,5.5,6.2,292.5,4.9,370.5
SH96,20.1,80.8975,297.6,33,53.7,75.2,10.1,5.6,277.5,5.4,417.4
SH97,22.9,84.3713,285.7,33.7,85.1,92.5,18.8,11.6,332.7,7.7,450.9
SH98,25.3,70.8994,368.1,34.4,86.5,90.2,16.3,12,305.5,12.9,578
SJ00,5,84.0688,263.7,30.9,62.4,55,5.2,7.7,290.8,4.6,350.3
SJ01,14.2,84.9148,271.6,32.5,51.7,53.9,5.1,7.4,284.8,4.4,346.3
SJ02,16.4,82.157,335.6,33.1,57,60.2,5.9,8.7,302.6,4.4,335.2
SJ03,16.6,80.7166,348.6,33,47.6,67.1,5.8,6,293.3,4.2,353.6
SJ04,18.2,82.252,291.8,33,51.1,70.3,8.9,6.4,290.2,5.1,385.1
SJ05,20.1,81.4836,308.2,32.8,53.7,76.8,9.2,6,289,5.3,393.4
SJ06,18.8,83.7373,276.6,32.3,53.8,73.4,9.9,10.3,307.8,6.4,452.3
SJ07,22.1,83.3896,255.2,33.2,69.3,88.3,16.4,10.3,336.5,7.5,519.9
SJ08,19.9,82.0866,292.5,33,80.8,88.1,16.7,12.5,325.2,8.4,570.2
SJ10,9.5,86.9161,265.6,29.5,55.8,60.5,5.3,9.5,317.3,6.4,373.9
SJ11,9.6,86.1064,270.8,30.3,55.1,59.9,9,8.5,307.2,6.4,380.1
SJ12,17.9,85.3196,273,32.8,55.5,58.5,9.7,8,295.7,5.2,380.1
SJ13,14.5,81.4407,335.9,32.3,47.7,60.4,5.4,8.5,287.5,4.3,341
SJ14,19.9,83.4638,299.9,32.8,53,69.5,9.7,7.2,292.5,5.5,359.2
SJ15,23.9,84.1106,272.7,33.1,57.7,73.5,9.7,11.1,313.5,6.2,432
SJ16,24.4,84.2786,273.3,33.3,61.5,79.7,9.7,11.7,314.2,6.3,450.4
SJ17,18.8,83.9948,258.8,33.2,62.1,84.1,11.7,10.6,335.9,7.1,520.2
SJ18,27.2,79.7229,322.8,33.5,83.5,89.3,16.3,13.3,311.3,10.2,591
SJ20,11.2,87.7468,267.6,30.9,61.5,62.6,10.7,10,317.2,8.1,389.3
SJ21,18.6,87.0988,270.8,31.2,65.2,71.9,10.3,10.2,326,8.3,401.7
SJ22,20.1,86.4026,272.4,32.7,64.3,74.8,10,9.6,324.7,8.2,405.7
SJ23,17.8,85.99,272.6,33.6,55.5,69.3,10.3,9.3,312,7.9,397.1
SJ24,16.7,85.4852,292.4,33,54.5,68.8,9.7,9.8,292.6,6.8,436.1
SJ25,21.7,84.8242,280.1,33,60.9,80.1,9.6,12.6,325.1,6.7,463
SJ26,19.7,84.0898,245.2,32.7,63.5,82.7,12.8,12.8,328.1,7.2,543.5
SJ27,17.4,80.9238,299.3,34.1,83.5,83.1,15.9,13.9,305.2,10.9,594.6
SJ28,29.5,77.8904,265.7,34.1,80.9,79.4,16.1,13.3,288.4,11.7,599
SJ29,21.7,76.6454,286.6,32.5,84.7,83.7,16,12.2,277.9,11.8,588.1
SJ30,10.9,85.9059,266.9,30.7,51.2,61.3,9.9,8.5,311.8,7,415.4
SJ31,15.3,86.6537,250.6,31.7,61.6,70,10.1,10.3,320.3,8.6,431.1
SJ32,17.9,85.5797,220.5,31.6,68.3,77.5,11.5,11.8,337.1,8.9,448.8
SJ33,20.6,83.4914,271.5,30.9,64.9,78.3,11,9.9,323.5,9,440.7
SJ34,20.9,83.9567,270.2,31.9,67.9,75.2,12.2,11.2,311.8,8.3,452.2
SJ35,20.9,84.4682,214.1,32.7,71.1,79.7,11.9,14.4,325.6,8.2,537.2
SJ36,17.9,85.6994,210.5,31.8,71.7,80.2,14.6,12.9,299,8.5,555.7
SJ37,15.6,83.0703,227.6,33.2,84.2,83,16.2,13.2,287.2,11,570.2
SJ38,31.9,82.1412,251.5,29.8,80.5,78,16.6,12,273.1,12.7,590.3
SJ39,20.3,77.5706,249.3,30.9,85.3,80.6,16.3,10.8,273.8,12.5,580.6
SJ40,7.9,86.5161,224.7,33.5,68.8,76.2,11.2,12.1,333.7,9.5,420
SJ41,17,85.3205,215.2,33,61.6,68.2,11.4,9.7,325.5,8.5,447.5
SJ42,15.8,85.6713,226.3,31.4,69.3,78,10.3,10.9,332.5,8.3,448.2
SJ43,21.7,85.4369,257.3,31.2,71.3,80.6,10.7,12.7,335.4,8.5,450.8
SJ44,22.9,85.0762,274.2,29.1,71.8,80.9,7.5,12.9,305.7,7.5,423.3
SJ45,24.9,85.6347,228.8,26.7,72.4,85.6,10.8,14.2,287.3,7.5,489.1
SJ46,24.1,85.6594,208.4,26.2,69.1,84.8,13,13.3,285.1,6.7,531.6
SJ47,35.8,87.3759,228.5,26.3,74.5,82.9,13.6,13.6,274.4,8.7,579.3
SJ48,28.6,81.0581,226.8,29.8,85.4,76.5,16.5,12.2,271.5,12.4,585.3
SJ49,32.7,81.419,223.6,28.9,77.6,79.7,15.2,11.8,260.6,12.3,573
SJ50,24.7,86.8195,186.1,33.5,72.1,81.2,11.6,12.7,341.3,9.2,417.1
SJ51,11.5,84.6917,185.7,33.1,67.2,71.7,10.4,10.4,320.7,9.3,427.4
SJ52,20.5,86.839,204.7,31.8,64.5,74,11.6,14,317.9,8.2,437.9
SJ53,22.3,86.1385,253.3,31,75.4,78.8,10.5,11.5,331.2,8.1,443.7
SJ54,20.7,85.2997,265.8,30.6,74.8,84.3,11.2,14.3,314.2,7.9,444.7
SJ55,21.7,87.5285,240.2,26.6,71.3,85.2,11.7,14,288.2,6.2,466.9
SJ56,29.6,88.6173,207.5,28.1,69.4,84.4,11.6,13.4,286.6,6.3,514.9
SJ57,34.8,88.5293,197.4,29,72.4,85,14.4,13.8,286.6,6.2,545.4
SJ58,29.6,85.0668,206.9,27.2,80,83.2,14,12.2,270.2,13.5,565.5
SJ59,27.6,83.4271,205,28.7,79.1,84.4,14.8,11.8,262.3,12.1,560.7
SJ60,15.3,86.3091,193.9,33.3,70.8,59.4,11.6,11.3,329.3,8.9,443.1
SJ61,12.1,84.4352,170.7,34.4,70.2,76.8,11.4,10.1,336.7,8.7,426.4
SJ62,22,86.9696,196.3,32.3,82,84.1,10.6,10.2,348,7.9,430.5
SJ63,12.9,88.345,252.1,28.7,71.8,77.6,9.9,9.3,315.6,6.3,436.4
SJ64,20.8,87.9984,243.9,27.2,78,84.1,11.2,14.3,298.2,6,443.3
SJ65,29.6,87.5833,224.2,26.8,75.6,85,10.7,14.1,284.4,6.1,463.5
SJ66,35.9,88.6698,222.9,27.2,72.5,86,10.4,14.1,290.1,6.1,475.6
SJ67,32.5,88.7527,180.9,27.3,72.5,86.1,14.1,13.8,286.8,7.1,541.8
SJ68,30.7,85.502,182.9,26,81,83.3,12.7,11.4,272.5,12.4,548.9
SJ69,29.5,86.3786,192.7,26.1,76.5,84,10.7,13.8,265.5,14.1,550.9
SJ70,16.2,88.1917,166.6,32.6,61.9,72.2,10.7,9.8,329.5,7.8,430.4
SJ71,14.5,87.5873,172.7,34.5,70.2,82.4,12.1,7.3,343.7,7.7,424.7
SJ72,15.3,88.1232,201.8,30.4,76.7,76.8,10.5,11.7,320,7.6,433.7
SJ73,21.2,88.9782,229.1,29.4,87.5,76.2,9.2,13.1,312.6,6.8,456.2
SJ74,24.6,89.0036,220.4,27.5,84.3,83.5,10.3,13.5,310.2,6.2,449.7
SJ75,30.1,88.9859,189.7,26.6,70.8,86.1,8.4,13.6,308,6.6,506.5
SJ76,31.8,88.7547,191.8,26.4,72.1,87.2,10,13.4,302.5,5.6,498.3
SJ77,33.2,90.0031,174.4,26.2,72.2,84.9,10.4,14,293.8,8.7,517.8
SJ78,30.2,89.8323,173.3,25.3,76.1,82,10.5,12.9,282.2,8.7,538
SJ79,31.5,86.6989,180.6,26.8,82.5,83.5,11.2,12.6,271,11.7,518.3
SJ80,52.3,87.3787,171.9,35.2,79.7,85.1,10.9,10.6,346.7,8.8,441
SJ81,14.8,90.2282,215.3,26.7,67.4,64.3,5.9,9,294.6,5,434.2
SJ82,17.3,90.2421,227.5,26.4,78.2,64.7,8.6,10.6,303.2,5.3,430.3
SJ83,24.3,90.4802,216.3,26.4,85.9,76.2,7.4,12.4,311.1,5.3,434.8
SJ84,31.3,88.1663,198.7,26,62.2,80.3,7,12.4,337.6,5.3,442.2
SJ85,34.1,89.5172,216,26.9,80,82.1,7,12.4,314,6.1,435
SJ86,32.9,90.8764,203.1,27,73.7,79.9,8.3,14.2,296.6,7.5,450.4
SJ87,32.3,90.5021,198.2,26.6,74.6,81.1,8.9,13.2,283.6,10,478
SJ88,37.3,90.3212,173.5,26.5,74.8,84.8,8.6,12.9,290.9,9.7,478.6
SJ89,44,84.5378,183.5,25.1,83,75,10.3,12.6,271.4,10.1,481.7
SJ90,49.1,85.1504,165.8,27.1,92.5,104.5,9.7,11.7,310.2,8.4,457.5
SJ91,45.8,87.633,194.3,29.6,88.3,79.4,8.7,9.2,313.2,8.2,447.9
SJ92,24.1,89.4098,216.1,26,93,72.7,7.7,8.4,321.5,5.9,426.4
SJ93,16.7,88.4016,263.8,26.7,70.1,79,8,11.6,334.6,6.8,445.1
SJ94,33.2,90.6561,263.4,28.3,86.2,80,7.8,10,320.7,6.9,437.1
SJ95,32.2,91.6486,266.7,29.8,72.2,83.2,8.1,9,325,7.8,448.6
SJ96,37.5,92.7664,268.4,29.5,72.7,82.5,10.5,13.5,293.1,7.5,449.1
SJ97,33.7,92.3283,271.2,27.7,70.3,83.2,7.3,11.6,288.8,6.6,436
SJ98,37.3,92.2642,258.9,26.5,72,81.2,8.8,12.5,285.5,6.5,425.2
SJ99,46.2,87.1885,190.6,25.1,82.3,88.1,9.3,14.2,278.9,7.8,456.8
SK00,45.5,83.1792,173.5,28.7,92.5,106.2,11.6,14.2,309.4,8.9,456.9
SK01,47,88.0012,190.7,27.7,89.3,73.8,8,9,304.2,7.1,457.1
SK02,26.5,91.8623,200,26.8,90.9,71.3,8.3,7.6,303.9,5.9,410.1
SK03,23.9,87.9124,257.7,26.3,88.9,80.2,10.5,7.7,338.7,9,437.6
SK04,24.3,90.5445,270.1,30.1,71.4,89.3,10.8,8,307.7,6.5,438.1
SK05,34.6,89.904,270,29.2,81.8,88.8,10.3,10.3,297.5,6,446.4
SK06,33.9,90.7748,273.5,29.6,81.5,88.8,10,12.5,296,5.9,430.2
SK07,38.8,90.5424,265.4,29.3,80.1,90.1,9.7,10.6,299.2,6.2,425.4
SK08,44.8,90.3045,258.8,27.8,80,92.8,11.5,15.1,295.4,7.8,426.7
SK09,39.6,89.6354,265.4,26.7,75.1,85.6,11.9,14.6,287.8,6.8,426.9
SK10,28.1,89.155,158.4,29.8,83.2,85.2,12.2,15.1,294.9,11.8,443.1
SK11,47.2,88.0731,161.4,26.5,101.6,79.2,10.4,14.5,305.9,11.3,430.7
SK12,24.5,86.3277,189.6,27.1,75.4,72.8,11.2,11.1,302.1,10.7,410.2
SK13,16.8,86.013,252.8,25.6,80.6,68,11.5,10.4,270.8,9.3,426.7
SK14,20.7,86.6789,265.3,30.7,77.9,87.5,11.7,9.2,290.4,7.1,439.1
SK15,22.7,86.953,268.7,29.9,85.6,89.2,10.3,9.6,287.9,6.3,441
SK16,40.3,88.3276,268.9,29.7,83.2,89.1,10.1,9.8,288.9,6.1,439.5
SK17,51.7,88.5648,266.9,29.2,85.8,90.1,10.8,11.7,291.4,6.1,438.2
SK18,34.8,90.0667,260.8,29.6,77.7,90.5,9.7,11.1,291.1,5.9,421.8
SK19,34.2,85.9564,257.9,26.2,80,84,11.4,13.6,265,5.5,427.9
SK20,55.5,88.1521,155.4,31.3,95.6,95.2,12.2,14.1,299.4,11.9,440.4
SK21,50.7,85.4748,152.3,27.2,100.4,82.6,14.6,13.7,306.7,12.1,425
SK22,47.3,87.5451,182,25.8,87.8,82.9,14.7,13.2,297.8,11,444
SK23,16.3,84.046,183.1,25.1,85.5,69.3,11.5,10.1,270.7,9.9,406.5
SK24,36,86.5057,256.2,30.2,84.9,83.7,12.3,12.7,296.3,8.3,421.5
SK25,48.9,87.5979,269.7,29.7,85.5,89.8,10.9,11,289.8,6.3,435.4
SK26,49.9,88.0439,272.2,29.7,88.6,90.9,11.8,11.9,284.3,6.8,429.1
SK27,51.2,88.9972,260,29.9,83.4,90.3,10.7,11.4,288.8,6.1,408.8
SK28,39.5,90.9636,252,30,83.1,95.3,13.1,14.1,293.4,6.1,413.3
SK29,41.2,88.1773,256.3,25.7,87.4,98.4,13.1,14.9,285,6.9,415.6
SK30,47.1,83.2881,153.2,33.1,84.5,77,14.4,12.4,289.3,6.6,401.8
SK31,52.2,84.2088,154.7,27.8,88.6,84.1,14,15.2,312.8,10.2,425.3
SK32,42.5,84.1082,153.9,26.5,91.2,82.6,16.5,16,315.9,9.9,414.6
SK33,34.3,84.7937,184.6,27.6,88.5,85.3,16.5,13.7,293.1,10.3,437.5
SK34,51.7,83.8788,195.7,26,88.6,83.5,12.5,11.4,281.6,10,408.5
SK35,44.9,86.7721,233.4,28.8,88.7,91.2,13.7,13.1,285.9,8.7,412.3
SK36,51.5,87.0399,247.3,26.9,86.8,92.9,13.3,15.1,279.1,8.2,414.4
SK37,54.9,87.354,205,27.2,87.3,93.2,12.1,15.2,282.7,8.1,405.3
SK38,53.6,87.7602,205.2,24.5,88.1,98.2,11.5,15.1,279.3,7.1,424.4
SK39,53.9,87.2696,209.8,24.7,91,100.5,12.5,15.5,282.2,6.7,414.1
SK40,56.6,84.6984,156.5,31.4,89.6,89.9,14.9,15.6,306.5,10.5,404.9
SK41,50.6,82.6317,179.4,27.2,90.9,82.1,15,16.2,324.1,9.3,429.3
SK42,43.4,81.5519,154.9,26.5,86,83.3,15.7,14.5,301.1,10.2,417.9
SK43,32.7,84.2491,184.7,26.5,86.6,79.9,17.1,13.9,294.3,10.3,428.3
SK44,52.5,84.4374,191.6,27.8,93.1,84.8,15.9,14,288.9,9.9,420.1
SK45,58.1,85.1658,189.4,28.2,93.2,87.3,14.4,14.3,281.1,9.4,426.6
SK46,53.2,86.0793,185.3,28.8,90.8,89.4,14.3,13.9,275.3,8.3,423.8
SK47,55,86.1723,186,27.1,91.9,90.6,12.4,15.1,271.8,8.2,431.1
SK48,55.1,87.875,184.9,25,90.5,97.1,12.5,15.5,278.7,7,428.1
SK49,56.1,88.249,194.1,26.2,88.3,95.5,12.5,15.6,278.6,6.9,418.6
SK50,56.9,83.8085,181,29.2,91.5,88.7,15.9,16.4,316.6,8.9,451.2
SK51,47.5,83.9201,185.4,27.5,90.1,82.1,16.4,16.1,317.2,8.9,432.8
SK52,27.1,81.8133,162.4,27.9,81,79.2,16.7,10.8,295.9,8.8,418.9
SK53,31.2,84.3247,186.1,29.3,88.5,81.3,17,14.8,302.4,10,432.1
SK54,48.1,85.478,190.9,30.4,95.8,80.9,16.6,14.8,290.4,9.6,425.5
SK55,48.1,87.8793,193.4,29.8,100.6,83.6,13.6,14.2,282.8,7.5,427.3
SK56,54.1,87.2323,194,29.4,95.7,85.7,13.9,14,282.5,7.7,431.6
SK57,54.2,86.9097,184.4,28.5,90.7,84.7,14.3,14.6,277.2,7.1,430.2
SK58,50.3,87.7521,181.2,28.2,83.6,86.9,13,15.7,285.1,7,429.3
SK59,48.8,86.1906,180.8,27.4,78.5,86.4,13.6,15.7,281.4,7.1,428.5
SK60,20.2,79.7674,184.7,34,80.8,71.6,16.2,11.3,294.2,7.9,439.5
SK61,19,77.7349,157.9,29.3,77.6,72.3,15.3,9.8,279.8,6.4,388.2
SK62,34.9,79.2557,172.2,29.9,82.9,68.2,15.2,11.1,282.6,8.3,385.9
SK63,31.2,82.7106,170.2,29.9,84.8,80.6,17.3,12,295,10.6,414.8
SK64,19.2,82.9484,189.1,28.2,81.4,80.7,13.7,11,269.1,10.8,423.4
SK65,34.5,84.8097,168.9,27.9,88.4,77.3,12.7,11.4,265.2,9.1,375.6
SK66,34.9,86.0069,184.1,29.3,86.2,75,11.8,10.1,253.2,9.3,425.9
SK67,42.2,87.7118,183.7,28.6,88.4,77.4,12.9,11.7,249.1,8.1,428.4
SK68,55.9,87.7711,178.2,27.2,91.2,73.7,11.4,13.6,254.8,7.8,422.1
SK69,70.5,85.4303,186,29.3,91.8,76.4,13,16.3,288.7,10.3,435.3
SK70,16.3,77.6436,164.6,34.5,77.4,71.2,14.2,12.7,273.2,8.9,381.6
SK71,15.2,76.2836,159.8,34,77.8,73,15.3,10.4,279.6,6.4,379.6
SK72,13,75.4833,169.4,33.9,79,69.2,16.5,9.3,286.8,6.8,382.1
SK73,21.2,79.492,152.5,32.5,81.8,75.7,15.9,9.4,284.1,9,355.2
SK74,16.7,81.1989,146.8,31.1,80.7,75.3,12.1,9.2,263.5,10.4,340
SK75,36.3,82.7099,168.7,30.6,90.7,78.9,13.2,9.5,268.7,10.6,377.2
SK76,31.4,79.8534,144.1,29.1,83.8,70.6,11.1,10.7,261.6,10,344.4
SK77,34.3,81.7077,151.7,30,85.6,70.7,9.3,10.4,245.9,10.1,352.5
SK78,36,83.4415,166.1,27.2,87.3,66.1,7,8.5,218.3,9.5,387.4
SK79,51.4,85.6454,149.2,30.7,100.5,77.4,14.7,13.9,291.5,9.6,351.6
SK80,17.8,78.2925,161.9,35.1,80.9,73.5,15.1,12.2,289,8.3,377.1
SK81,15.2,76.3242,150.6,34.5,78.1,74.6,14.4,11.3,280.1,8,354.6
SK82,20,76.2831,151.7,35.3,81.5,65.9,15.4,11.1,295.5,9,349.2
SK83,24.6,77.47,156.9,32.6,77.8,64.5,15.7,8.9,295.4,8.7,367
SK84,17.4,79.5908,144.5,33,78.9,75.6,14.6,9.2,272.3,10.2,338
SK85,36.4,84.2315,176.7,30.5,93.3,78.1,13.8,9.4,281.3,9.9,407.2
SK86,38.6,85.1339,173.5,30.4,88.7,74.7,13.3,7.9,277.7,10.1,401.2
SK87,43.7,84.4903,169.7,30.5,94.2,69.5,13.4,7.3,280,9.8,385.4
SK88,46.9,82.9555,167.2,29.8,84.2,68.4,12.3,7,261.3,10.1,390.7
SK89,49.3,84.0303,173.4,29.7,100.8,73.5,14.6,13.8,291.9,8.9,397.5
SK90,35.7,81.5692,147.4,36.8,91,86,13.5,12.2,325.8,9.1,376.1
SK91,34.5,79.7932,149.4,36.9,89.8,84.5,14.3,13,326.4,8.6,360
SK92,33.9,80.0786,147.4,36.7,90.6,83.8,14.6,13,319.5,9.1,352
SK93,34.3,79.9866,157.7,36.2,88.5,83,14.7,12.9,311.5,9.1,385.5
SK94,37,80.2785,143.3,35.4,81.3,77.4,15.4,10.7,299.2,9.7,345.9
SK95,14.3,76.0094,114,31.7,70.7,60.7,12.9,11.2,266.5,8.9,340.7
SK96,34,85.1441,185.3,31.3,87.1,66,11.6,6.2,283.1,9.9,428
SK97,39.5,85.0447,179.9,30.3,91.3,59.8,12.2,6.8,276.7,9.7,423.6
SK98,11,73.2836,132.7,29.4,59.8,55.7,11.7,4.5,204.5,9.5,338.9
SK99,19.7,74.7685,133.9,30.7,70.2,50.8,16.4,8,232.5,8.8,339.3
SM62,47.8,62.1885,291.3,34.8,80.3,70.4,15.7,6.9,325.3,8.9,496.8
SM70,53,76.3603,263.2,34.1,94,75.9,17.1,9.4,347.2,10.9,484.4
SM71,40.3,62.101,236,35.1,82.2,68.2,16.5,6.4,299.3,8.7,440.7
SM72,61.9,78.4764,264.4,34.2,102.2,80.3,18.4,11.9,350.8,11.4,437.1
SM73,49.9,66.2949,243.2,34.7,85.5,71.5,15.9,7.2,334.8,9.6,437.4
SM80,68.2,80.5075,226.4,34.5,108.6,87.7,18.6,12.7,346.1,13.1,450.9
SM81,38.6,76.5006,228.5,33.4,79.7,69.4,16.4,9.2,348.5,8.4,385.4
SM82,49.8,76.665,238.9,33.5,89.1,75.4,17,10.6,352.5,9.7,395.6
SM83,48.8,76.6618,235.6,33.6,80.6,74.3,16.8,10.6,352.3,8.5,385.9
SM84,48.9,67.2346,264.9,34.7,78.3,71.8,16.1,7.3,337.4,8,413.8
SM90,68.8,80.2529,232.2,34.5,107.5,86.7,17.7,13,352.9,13.1,456.8
SM91,48.5,76.7834,232.7,33.8,90.6,76,18.1,10.9,347.4,9.2,395.2
SM92,34.3,74.6114,225.5,31.7,72.5,75.1,16.9,8.1,334.4,7.4,371.9
SM93,61.4,78.5315,235.5,34,93.7,79.1,18.2,12.2,344.9,9.9,381.8
SM94,43.4,69.4934,242.4,33.3,74.7,69.5,16.7,7.5,325,7.4,381.8
SN00,69.7,79.9666,236.2,34.7,104.7,84.2,17.8,13.2,350.8,12.5,411.8
SN01,38,75.6689,233.5,32.9,78.9,74.5,16,10,344.8,8.6,397.4
SN02,27.6,73.7268,222.5,29.9,65.7,68.9,16.3,8,290,6.6,366.3
SN03,41,76.4923,272.2,33.5,89.7,75.9,17.9,10.7,344.7,8.6,437.9
SN04,45.2,76.0567,225.4,33.7,87.7,73.2,17.4,9.9,339.8,9,365.4
SN10,64.7,79.6858,251.2,34.5,104.8,81.9,17.4,11.9,351.9,11.6,438.9
SN11,31.8,73.2805,222.9,33.3,77.4,73.3,17.7,9.4,301.6,7,378
SN12,27.5,72.9195,221.1,33.5,71.1,70.8,16.8,7.7,291.9,5.3,366.4
SN13,24.4,75.3271,260,29.8,62,69.5,16,6.9,280,6.2,414.9
SN14,67.2,79.4322,228.3,34.3,103.1,79.5,19.1,11.5,338.1,9.9,369.9
SN15,50.6,72.5223,256.5,34.5,89.2,75.5,18,12.1,334.1,8,402
SN20,69.4,82.9987,258,34.6,107.9,88.8,19,12.3,347.1,14.2,479.5
SN21,35.6,75.0201,224.1,33.6,83.9,72.7,18.4,7.4,326.1,8.6,382.5
SN22,22.8,73.4949,219.8,32.9,69.7,69.1,16.5,7.7,281.3,4.9,365.8
SN23,22,73.2391,221.9,32.3,68.7,66.9,16.1,7.3,280.7,4.8,366.2
SN24,37.7,73.8658,224.2,34,89.1,73.8,19.4,10.3,317.3,6.6,365.7
SN25,49.2,74.3549,250.1,34.1,91.4,73.9,18.8,10.8,331.7,7.8,396.4
SN30,68.9,83.2977,242.6,34.6,107.5,89.9,19,12.4,351.5,14.3,504.9
SN31,69.7,82.5277,224.2,34.7,107.4,88,19.2,13.1,349.7,13.5,383.9
SN32,22.6,73.7195,220.6,33,68.7,65.2,16.3,7.7,276.2,4.9,364.9
SN33,26.7,74.3104,221.7,33.4,74.5,68.4,17.4,8.4,285.7,5,359.4
SN34,35.1,74.3797,221,33.8,83.5,70.5,19,10,297.7,6.1,355.9
SN35,36.6,74.8609,227.1,33.6,89.4,72.1,19.2,10.9,332,7.2,357.5
SN36,23,67.4179,319.4,34.3,79.9,66.4,17.3,11.4,302.6,7.3,478.7
SN40,68.2,83.362,257.6,34.6,107.6,89.7,19.6,12.4,349.9,14.2,458.3
SN41,48.5,77.1419,223,33.7,93.3,78.1,19.9,11.4,297,9.7,378.8
SN42,33.4,74.9945,223.2,33.3,78.7,72.8,19.3,8.6,284.6,6.7,367.7
SN43,23.8,75.2465,231,32.6,72.4,64.5,16.3,8.6,286.2,4.9,362.5
SN44,27.6,75.5213,220.8,33.6,80.2,67.5,18.7,9.9,298.7,5.7,353.6
SN45,27.2,74.8272,224.5,34.1,83.1,68.8,18.8,10.2,306.3,6.1,353.3
SN46,32.4,74.6717,236.7,33.8,90.7,72.3,19,10.8,321.2,7.2,364.3
SN50,65,81.3955,249.7,34.4,105,88.5,19.8,11.9,343.9,13.9,464
SN51,39.6,76.7779,259.1,33.3,87.2,74.7,19.7,8.5,279,9.2,455.3
SN52,30,75.0507,219.1,32.8,73.8,71.2,17.8,8.1,281.7,5.8,366.8
SN53,22.3,77.2263,285.8,31.9,73.1,65.1,16,8.3,303.6,4.9,398.6
SN54,23.7,76.8544,227.8,32.7,77.9,68.9,16.6,9.5,305.2,5.5,350.4
SN55,24.1,77.928,223.2,33.4,81.3,67.1,18.4,10,308.4,5.6,347
SN56,22.8,75.3634,242.8,34,86.2,70.6,18.7,10.4,320.8,6.9,362.2
SN57,21.2,75.5829,232.8,34.3,88.9,71.1,18.6,11,340.3,7.8,351.6
SN58,22.1,79.9085,291.9,34.7,98.6,77.7,18.7,11.6,355.5,8.8,421.6
SN59,20.7,74.7868,278.4,34.4,102.5,85.2,17.6,12.6,342.3,9.3,394.6
SN60,26.1,75.8821,264.1,31.1,69,72.6,13.8,6.3,246.3,6.1,481.7
SN61,37.9,77.999,270,33.2,85.8,74.6,19.4,7.8,268.2,9.2,479.2
SN62,28.5,76.2098,223.3,32.2,74.8,70.5,18.1,7.9,274.6,6.5,370.8
SN63,22.8,77.9828,223.6,31.6,74.1,67.7,15,9,286.6,4.9,357.9
SN64,14.7,79.896,272.9,31.7,70.2,64.9,15.4,9.3,305.6,4.8,369.4
SN65,20,80.2141,265.9,32.5,79.3,66.9,17.2,9.6,313.4,5.5,350.7
SN66,17.6,81.0361,248.3,32.6,76.4,65.9,16.7,9.6,310.1,5.7,354.1
SN67,22.1,78.7143,239.5,33.3,83.5,69.3,18.7,10.6,325.9,6.7,342.3
SN68,13.3,80.5355,263.1,34.2,96.5,76,19.1,11.3,359.6,8.9,365.4
SN69,19.6,84.6792,326.1,33.8,101.9,85.8,18.7,12.6,365.8,9.3,438
SN70,31.8,76.117,262.3,30,71.6,72.8,13.5,6.4,259.3,6.7,474.6
SN71,26.9,79.8321,290,29.6,68.1,75.3,12,7,271.3,5.6,382.4
